image_id,file_name,width,height,annotation_count,categories,source_url,sample_origin
437392,000000437392.jpg,480,640,1,toilet,http://images.cocodataset.org/val2017/000000437392.jpg,original_coco300
441247,000000441247.jpg,640,424,24,backpack|banana|bottle|chair|clock|couch|dining table|handbag|microwave|orange|oven|person|refrigerator|vase,http://images.cocodataset.org/val2017/000000441247.jpg,original_coco300
442993,000000442993.jpg,427,640,15,boat|clock|potted plant,http://images.cocodataset.org/val2017/000000442993.jpg,original_coco300
448263,000000448263.jpg,320,240,15,baseball glove|person|sports ball,http://images.cocodataset.org/val2017/000000448263.jpg,original_coco300
455301,000000455301.jpg,640,481,4,bed|book|person,http://images.cocodataset.org/val2017/000000455301.jpg,original_coco300
456143,000000456143.jpg,640,361,8,bowl|carrot|pizza|sandwich,http://images.cocodataset.org/val2017/000000456143.jpg,original_coco300
458755,000000458755.jpg,640,480,6,person|sheep,http://images.cocodataset.org/val2017/000000458755.jpg,original_coco300
460229,000000460229.jpg,383,640,4,stop sign|traffic light|truck,http://images.cocodataset.org/val2017/000000460229.jpg,original_coco300
463037,000000463037.jpg,640,427,2,airplane|car,http://images.cocodataset.org/val2017/000000463037.jpg,original_coco300
463199,000000463199.jpg,640,480,16,backpack|bus|cell phone|handbag|person,http://images.cocodataset.org/val2017/000000463199.jpg,original_coco300
463522,000000463522.jpg,640,480,21,backpack|bicycle|dog|horse|person,http://images.cocodataset.org/val2017/000000463522.jpg,original_coco300
463849,000000463849.jpg,564,640,24,boat|car|motorcycle|person,http://images.cocodataset.org/val2017/000000463849.jpg,original_coco300
464786,000000464786.jpg,640,428,2,hot dog|person,http://images.cocodataset.org/val2017/000000464786.jpg,original_coco300
465180,000000465180.jpg,640,426,12,elephant|person,http://images.cocodataset.org/val2017/000000465180.jpg,original_coco300
467176,000000467176.jpg,640,428,29,book|chair|couch|cup|person|remote|tv,http://images.cocodataset.org/val2017/000000467176.jpg,original_coco300
472046,000000472046.jpg,640,425,19,bowl|chair|couch|dining table|orange|oven|potted plant|sink|vase,http://images.cocodataset.org/val2017/000000472046.jpg,original_coco300
474095,000000474095.jpg,333,500,2,person|toilet,http://images.cocodataset.org/val2017/000000474095.jpg,original_coco300
474786,000000474786.jpg,375,500,6,bottle|sink|tv,http://images.cocodataset.org/val2017/000000474786.jpg,original_coco300
476258,000000476258.jpg,640,367,2,person|skateboard,http://images.cocodataset.org/val2017/000000476258.jpg,original_coco300
479953,000000479953.jpg,640,393,2,person|sports ball,http://images.cocodataset.org/val2017/000000479953.jpg,original_coco300
480021,000000480021.jpg,640,471,9,car|motorcycle|person|tie,http://images.cocodataset.org/val2017/000000480021.jpg,original_coco300
480944,000000480944.jpg,480,640,14,bus|car|stop sign|traffic light,http://images.cocodataset.org/val2017/000000480944.jpg,original_coco300
482487,000000482487.jpg,480,640,2,clock,http://images.cocodataset.org/val2017/000000482487.jpg,original_coco300
482585,000000482585.jpg,640,480,6,handbag|person|traffic light|train,http://images.cocodataset.org/val2017/000000482585.jpg,original_coco300
482978,000000482978.jpg,640,360,2,chair|train,http://images.cocodataset.org/val2017/000000482978.jpg,original_coco300
485895,000000485895.jpg,500,332,1,giraffe,http://images.cocodataset.org/val2017/000000485895.jpg,original_coco300
488270,000000488270.jpg,640,426,1,airplane,http://images.cocodataset.org/val2017/000000488270.jpg,original_coco300
488664,000000488664.jpg,629,489,3,car|train,http://images.cocodataset.org/val2017/000000488664.jpg,original_coco300
488710,000000488710.jpg,500,400,1,person,http://images.cocodataset.org/val2017/000000488710.jpg,original_coco300
491008,000000491008.jpg,640,427,25,boat|chair|dining table|knife|person|pizza|potted plant|tie,http://images.cocodataset.org/val2017/000000491008.jpg,original_coco300
491757,000000491757.jpg,640,479,2,bed|cat,http://images.cocodataset.org/val2017/000000491757.jpg,original_coco300
498709,000000498709.jpg,640,425,4,car|motorcycle,http://images.cocodataset.org/val2017/000000498709.jpg,original_coco300
499313,000000499313.jpg,640,478,5,cup|dining table|pizza|wine glass,http://images.cocodataset.org/val2017/000000499313.jpg,original_coco300
500613,000000500613.jpg,640,425,6,car|truck,http://images.cocodataset.org/val2017/000000500613.jpg,original_coco300
507893,000000507893.jpg,427,640,2,sink|toilet,http://images.cocodataset.org/val2017/000000507893.jpg,original_coco300
509258,000000509258.jpg,640,428,1,bench,http://images.cocodataset.org/val2017/000000509258.jpg,original_coco300
511398,000000511398.jpg,640,427,1,dog,http://images.cocodataset.org/val2017/000000511398.jpg,original_coco300
512248,000000512248.jpg,480,640,1,clock,http://images.cocodataset.org/val2017/000000512248.jpg,original_coco300
512330,000000512330.jpg,426,640,14,bottle|refrigerator,http://images.cocodataset.org/val2017/000000512330.jpg,original_coco300
519208,000000519208.jpg,640,406,2,elephant|person,http://images.cocodataset.org/val2017/000000519208.jpg,original_coco300
519764,000000519764.jpg,500,375,3,cat|chair|laptop,http://images.cocodataset.org/val2017/000000519764.jpg,original_coco300
521719,000000521719.jpg,427,640,8,kite|umbrella,http://images.cocodataset.org/val2017/000000521719.jpg,original_coco300
521819,000000521819.jpg,640,480,14,car|frisbee|person,http://images.cocodataset.org/val2017/000000521819.jpg,original_coco300
523957,000000523957.jpg,640,427,13,person|skateboard,http://images.cocodataset.org/val2017/000000523957.jpg,original_coco300
526706,000000526706.jpg,640,427,4,cow,http://images.cocodataset.org/val2017/000000526706.jpg,original_coco300
528862,000000528862.jpg,500,375,7,giraffe,http://images.cocodataset.org/val2017/000000528862.jpg,original_coco300
529105,000000529105.jpg,640,480,1,horse,http://images.cocodataset.org/val2017/000000529105.jpg,original_coco300
532071,000000532071.jpg,640,360,1,bear,http://images.cocodataset.org/val2017/000000532071.jpg,original_coco300
532493,000000532493.jpg,640,408,2,person|surfboard,http://images.cocodataset.org/val2017/000000532493.jpg,original_coco300
533145,000000533145.jpg,500,375,3,person|remote|tv,http://images.cocodataset.org/val2017/000000533145.jpg,original_coco300
533958,000000533958.jpg,640,640,1,fork,http://images.cocodataset.org/val2017/000000533958.jpg,original_coco300
535094,000000535094.jpg,640,427,3,cow|person,http://images.cocodataset.org/val2017/000000535094.jpg,original_coco300
535578,000000535578.jpg,427,640,11,sheep,http://images.cocodataset.org/val2017/000000535578.jpg,original_coco300
550084,000000550084.jpg,500,375,3,truck,http://images.cocodataset.org/val2017/000000550084.jpg,original_coco300
551660,000000551660.jpg,424,640,12,apple|bowl|broccoli|cup|orange|spoon,http://images.cocodataset.org/val2017/000000551660.jpg,original_coco300
560279,000000560279.jpg,612,612,2,bottle|toilet,http://images.cocodataset.org/val2017/000000560279.jpg,original_coco300
561256,000000561256.jpg,640,480,3,person|sink,http://images.cocodataset.org/val2017/000000561256.jpg,original_coco300
562443,000000562443.jpg,640,480,1,zebra,http://images.cocodataset.org/val2017/000000562443.jpg,original_coco300
562818,000000562818.jpg,640,480,23,backpack|person|skis|snowboard,http://images.cocodataset.org/val2017/000000562818.jpg,original_coco300
563603,000000563603.jpg,459,640,4,giraffe,http://images.cocodataset.org/val2017/000000563603.jpg,original_coco300
570539,000000570539.jpg,372,500,8,bus|handbag|person,http://images.cocodataset.org/val2017/000000570539.jpg,original_coco300
572555,000000572555.jpg,640,425,4,traffic light|train,http://images.cocodataset.org/val2017/000000572555.jpg,original_coco300
574297,000000574297.jpg,640,427,2,horse|person,http://images.cocodataset.org/val2017/000000574297.jpg,original_coco300
576052,000000576052.jpg,640,427,2,horse|person,http://images.cocodataset.org/val2017/000000576052.jpg,original_coco300
576955,000000576955.jpg,640,427,3,horse|person,http://images.cocodataset.org/val2017/000000576955.jpg,original_coco300
578500,000000578500.jpg,640,290,14,chair|couch|dining table|potted plant|vase,http://images.cocodataset.org/val2017/000000578500.jpg,original_coco300
578967,000000578967.jpg,640,469,1,train,http://images.cocodataset.org/val2017/000000578967.jpg,original_coco300
556873,000000556873.jpg,427,640,1,cake,http://images.cocodataset.org/val2017/000000556873.jpg,coco1000_extension
217060,000000217060.jpg,640,440,1,airplane,http://images.cocodataset.org/val2017/000000217060.jpg,coco1000_extension
520910,000000520910.jpg,427,640,3,person|sink|toilet,http://images.cocodataset.org/val2017/000000520910.jpg,coco1000_extension
423617,000000423617.jpg,640,480,12,bus|car|motorcycle|person,http://images.cocodataset.org/val2017/000000423617.jpg,coco1000_extension
204186,000000204186.jpg,640,513,19,backpack|handbag|motorcycle|person,http://images.cocodataset.org/val2017/000000204186.jpg,coco1000_extension
121242,000000121242.jpg,640,429,22,car|horse|person|truck,http://images.cocodataset.org/val2017/000000121242.jpg,coco1000_extension
267351,000000267351.jpg,640,426,2,clock,http://images.cocodataset.org/val2017/000000267351.jpg,coco1000_extension
20992,000000020992.jpg,500,333,2,hot dog|person,http://images.cocodataset.org/val2017/000000020992.jpg,coco1000_extension
524108,000000524108.jpg,640,400,12,motorcycle,http://images.cocodataset.org/val2017/000000524108.jpg,coco1000_extension
537672,000000537672.jpg,427,640,2,chair|refrigerator,http://images.cocodataset.org/val2017/000000537672.jpg,coco1000_extension
150265,000000150265.jpg,480,640,8,fire hydrant|handbag|person,http://images.cocodataset.org/val2017/000000150265.jpg,coco1000_extension
428111,000000428111.jpg,640,429,7,backpack|bicycle|person|skateboard,http://images.cocodataset.org/val2017/000000428111.jpg,coco1000_extension
286907,000000286907.jpg,480,640,1,toilet,http://images.cocodataset.org/val2017/000000286907.jpg,coco1000_extension
428454,000000428454.jpg,500,333,5,car|kite|person|snowboard,http://images.cocodataset.org/val2017/000000428454.jpg,coco1000_extension
109313,000000109313.jpg,480,640,10,book|couch|cup|person|remote,http://images.cocodataset.org/val2017/000000109313.jpg,coco1000_extension
71226,000000071226.jpg,640,426,6,bed|book|cat|dog,http://images.cocodataset.org/val2017/000000071226.jpg,coco1000_extension
135890,000000135890.jpg,428,640,12,clock|person,http://images.cocodataset.org/val2017/000000135890.jpg,coco1000_extension
488673,000000488673.jpg,480,640,15,bottle|bowl|cake|chair|cup|person|wine glass,http://images.cocodataset.org/val2017/000000488673.jpg,coco1000_extension
270244,000000270244.jpg,640,428,1,zebra,http://images.cocodataset.org/val2017/000000270244.jpg,coco1000_extension
19786,000000019786.jpg,500,375,6,couch|laptop|person|remote,http://images.cocodataset.org/val2017/000000019786.jpg,coco1000_extension
54123,000000054123.jpg,640,428,6,zebra,http://images.cocodataset.org/val2017/000000054123.jpg,coco1000_extension
385719,000000385719.jpg,640,421,17,book|keyboard|laptop|mouse|remote|tv,http://images.cocodataset.org/val2017/000000385719.jpg,coco1000_extension
291791,000000291791.jpg,640,499,7,backpack|handbag|motorcycle|person,http://images.cocodataset.org/val2017/000000291791.jpg,coco1000_extension
91406,000000091406.jpg,640,424,36,book|chair|dining table|knife|person|pizza|tv,http://images.cocodataset.org/val2017/000000091406.jpg,coco1000_extension
578871,000000578871.jpg,480,640,11,bowl|chair|dining table|motorcycle|person|spoon,http://images.cocodataset.org/val2017/000000578871.jpg,coco1000_extension
289702,000000289702.jpg,640,427,2,dog,http://images.cocodataset.org/val2017/000000289702.jpg,coco1000_extension
520707,000000520707.jpg,640,480,21,handbag|person|suitcase|tv,http://images.cocodataset.org/val2017/000000520707.jpg,coco1000_extension
327617,000000327617.jpg,379,640,2,person|tennis racket,http://images.cocodataset.org/val2017/000000327617.jpg,coco1000_extension
153529,000000153529.jpg,480,640,17,backpack|handbag|person|suitcase,http://images.cocodataset.org/val2017/000000153529.jpg,coco1000_extension
360564,000000360564.jpg,640,427,2,sink|toilet,http://images.cocodataset.org/val2017/000000360564.jpg,coco1000_extension
574702,000000574702.jpg,333,500,18,motorcycle|person,http://images.cocodataset.org/val2017/000000574702.jpg,coco1000_extension
45596,000000045596.jpg,408,640,12,bicycle|car|person|umbrella,http://images.cocodataset.org/val2017/000000045596.jpg,coco1000_extension
183246,000000183246.jpg,500,400,18,car|person|traffic light|truck,http://images.cocodataset.org/val2017/000000183246.jpg,coco1000_extension
260266,000000260266.jpg,479,640,8,car|traffic light,http://images.cocodataset.org/val2017/000000260266.jpg,coco1000_extension
127092,000000127092.jpg,640,480,8,car|fire hydrant|handbag|person|potted plant|stop sign,http://images.cocodataset.org/val2017/000000127092.jpg,coco1000_extension
558421,000000558421.jpg,640,427,14,bird|person|train,http://images.cocodataset.org/val2017/000000558421.jpg,coco1000_extension
537964,000000537964.jpg,640,430,1,fire hydrant,http://images.cocodataset.org/val2017/000000537964.jpg,coco1000_extension
368752,000000368752.jpg,480,640,9,bowl|cake|cup|dining table|person|spoon,http://images.cocodataset.org/val2017/000000368752.jpg,coco1000_extension
190007,000000190007.jpg,640,381,2,person|surfboard,http://images.cocodataset.org/val2017/000000190007.jpg,coco1000_extension
2592,000000002592.jpg,640,366,3,cup|dining table|knife,http://images.cocodataset.org/val2017/000000002592.jpg,coco1000_extension
107554,000000107554.jpg,640,480,2,car|surfboard,http://images.cocodataset.org/val2017/000000107554.jpg,coco1000_extension
407960,000000407960.jpg,640,426,3,bowl|cat|oven,http://images.cocodataset.org/val2017/000000407960.jpg,coco1000_extension
494863,000000494863.jpg,640,480,2,train,http://images.cocodataset.org/val2017/000000494863.jpg,coco1000_extension
15517,000000015517.jpg,640,480,13,bus,http://images.cocodataset.org/val2017/000000015517.jpg,coco1000_extension
567432,000000567432.jpg,640,424,1,airplane,http://images.cocodataset.org/val2017/000000567432.jpg,coco1000_extension
325306,000000325306.jpg,640,480,2,zebra,http://images.cocodataset.org/val2017/000000325306.jpg,coco1000_extension
429718,000000429718.jpg,640,640,2,person|train,http://images.cocodataset.org/val2017/000000429718.jpg,coco1000_extension
104424,000000104424.jpg,424,640,4,person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000104424.jpg,coco1000_extension
240940,000000240940.jpg,357,500,16,book|car|cat|refrigerator|tv,http://images.cocodataset.org/val2017/000000240940.jpg,coco1000_extension
474344,000000474344.jpg,640,427,3,baseball bat|person,http://images.cocodataset.org/val2017/000000474344.jpg,coco1000_extension
169356,000000169356.jpg,640,480,2,person|skateboard,http://images.cocodataset.org/val2017/000000169356.jpg,coco1000_extension
224119,000000224119.jpg,640,425,12,person|tv,http://images.cocodataset.org/val2017/000000224119.jpg,coco1000_extension
203294,000000203294.jpg,640,480,7,backpack|bus|handbag|person|truck,http://images.cocodataset.org/val2017/000000203294.jpg,coco1000_extension
513580,000000513580.jpg,640,484,3,airplane|motorcycle|person,http://images.cocodataset.org/val2017/000000513580.jpg,coco1000_extension
136772,000000136772.jpg,500,334,2,bowl|orange,http://images.cocodataset.org/val2017/000000136772.jpg,coco1000_extension
362682,000000362682.jpg,640,427,5,bus|person|truck,http://images.cocodataset.org/val2017/000000362682.jpg,coco1000_extension
378139,000000378139.jpg,640,427,17,bicycle|boat|car|person,http://images.cocodataset.org/val2017/000000378139.jpg,coco1000_extension
516804,000000516804.jpg,480,640,2,bus,http://images.cocodataset.org/val2017/000000516804.jpg,coco1000_extension
327592,000000327592.jpg,640,361,4,cake|clock|person|spoon,http://images.cocodataset.org/val2017/000000327592.jpg,coco1000_extension
407298,000000407298.jpg,640,480,3,baseball glove|person|sports ball,http://images.cocodataset.org/val2017/000000407298.jpg,coco1000_extension
494869,000000494869.jpg,427,640,9,bottle|bowl|dog|person|spoon,http://images.cocodataset.org/val2017/000000494869.jpg,coco1000_extension
407518,000000407518.jpg,640,427,1,bird,http://images.cocodataset.org/val2017/000000407518.jpg,coco1000_extension
537812,000000537812.jpg,640,480,2,chair|toilet,http://images.cocodataset.org/val2017/000000537812.jpg,coco1000_extension
464689,000000464689.jpg,586,640,13,bottle,http://images.cocodataset.org/val2017/000000464689.jpg,coco1000_extension
475365,000000475365.jpg,640,426,1,train,http://images.cocodataset.org/val2017/000000475365.jpg,coco1000_extension
245915,000000245915.jpg,500,333,13,elephant,http://images.cocodataset.org/val2017/000000245915.jpg,coco1000_extension
25603,000000025603.jpg,640,480,23,book|chair|cup|dining table|person|pizza,http://images.cocodataset.org/val2017/000000025603.jpg,coco1000_extension
533855,000000533855.jpg,640,428,1,donut,http://images.cocodataset.org/val2017/000000533855.jpg,coco1000_extension
353027,000000353027.jpg,640,424,3,person|pizza,http://images.cocodataset.org/val2017/000000353027.jpg,coco1000_extension
537270,000000537270.jpg,640,480,8,cell phone|chair|cup|person,http://images.cocodataset.org/val2017/000000537270.jpg,coco1000_extension
534605,000000534605.jpg,600,400,7,motorcycle|person,http://images.cocodataset.org/val2017/000000534605.jpg,coco1000_extension
581317,000000581317.jpg,640,354,2,cell phone|person,http://images.cocodataset.org/val2017/000000581317.jpg,coco1000_extension
79229,000000079229.jpg,640,426,3,dog|horse|person,http://images.cocodataset.org/val2017/000000079229.jpg,coco1000_extension
283037,000000283037.jpg,427,640,2,car|traffic light,http://images.cocodataset.org/val2017/000000283037.jpg,coco1000_extension
438876,000000438876.jpg,500,333,3,person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000438876.jpg,coco1000_extension
82986,000000082986.jpg,640,444,5,frisbee|handbag|person,http://images.cocodataset.org/val2017/000000082986.jpg,coco1000_extension
190923,000000190923.jpg,375,500,16,handbag|person|traffic light|truck,http://images.cocodataset.org/val2017/000000190923.jpg,coco1000_extension
181666,000000181666.jpg,640,425,16,person|sheep,http://images.cocodataset.org/val2017/000000181666.jpg,coco1000_extension
6818,000000006818.jpg,427,640,1,toilet,http://images.cocodataset.org/val2017/000000006818.jpg,coco1000_extension
85329,000000085329.jpg,640,449,2,person|tie,http://images.cocodataset.org/val2017/000000085329.jpg,coco1000_extension
229849,000000229849.jpg,427,640,27,chair|person|tennis racket,http://images.cocodataset.org/val2017/000000229849.jpg,coco1000_extension
376900,000000376900.jpg,480,640,14,person|tennis racket,http://images.cocodataset.org/val2017/000000376900.jpg,coco1000_extension
785,000000000785.jpg,640,425,2,person|skis,http://images.cocodataset.org/val2017/000000000785.jpg,coco1000_extension
392481,000000392481.jpg,640,427,1,airplane,http://images.cocodataset.org/val2017/000000392481.jpg,coco1000_extension
236166,000000236166.jpg,426,640,2,dog|person,http://images.cocodataset.org/val2017/000000236166.jpg,coco1000_extension
12670,000000012670.jpg,640,428,28,backpack|cell phone|handbag|person|teddy bear,http://images.cocodataset.org/val2017/000000012670.jpg,coco1000_extension
189451,000000189451.jpg,640,427,2,cake|knife,http://images.cocodataset.org/val2017/000000189451.jpg,coco1000_extension
31735,000000031735.jpg,640,480,5,book|couch|potted plant,http://images.cocodataset.org/val2017/000000031735.jpg,coco1000_extension
131138,000000131138.jpg,640,480,11,cup|keyboard|laptop|mouse|person|potted plant|spoon|tv,http://images.cocodataset.org/val2017/000000131138.jpg,coco1000_extension
566758,000000566758.jpg,640,480,2,bus|car,http://images.cocodataset.org/val2017/000000566758.jpg,coco1000_extension
205324,000000205324.jpg,640,425,3,frisbee|person,http://images.cocodataset.org/val2017/000000205324.jpg,coco1000_extension
492992,000000492992.jpg,427,640,2,bird|cow,http://images.cocodataset.org/val2017/000000492992.jpg,coco1000_extension
559956,000000559956.jpg,640,480,9,bottle|handbag|person|sheep,http://images.cocodataset.org/val2017/000000559956.jpg,coco1000_extension
223738,000000223738.jpg,634,640,7,baseball bat|person|sports ball,http://images.cocodataset.org/val2017/000000223738.jpg,coco1000_extension
259382,000000259382.jpg,640,480,1,giraffe,http://images.cocodataset.org/val2017/000000259382.jpg,coco1000_extension
389109,000000389109.jpg,427,640,17,cell phone|chair|dining table|person|pizza,http://images.cocodataset.org/val2017/000000389109.jpg,coco1000_extension
163951,000000163951.jpg,427,640,2,banana|chair,http://images.cocodataset.org/val2017/000000163951.jpg,coco1000_extension
325838,000000325838.jpg,640,480,18,cell phone|chair|keyboard|laptop|mouse|person,http://images.cocodataset.org/val2017/000000325838.jpg,coco1000_extension
384808,000000384808.jpg,375,500,7,bottle|cell phone|person|sink|toilet,http://images.cocodataset.org/val2017/000000384808.jpg,coco1000_extension
432898,000000432898.jpg,500,500,35,car|kite|person|truck,http://images.cocodataset.org/val2017/000000432898.jpg,coco1000_extension
375015,000000375015.jpg,640,404,1,bear,http://images.cocodataset.org/val2017/000000375015.jpg,coco1000_extension
488736,000000488736.jpg,640,480,2,clock,http://images.cocodataset.org/val2017/000000488736.jpg,coco1000_extension
500049,000000500049.jpg,640,426,1,airplane,http://images.cocodataset.org/val2017/000000500049.jpg,coco1000_extension
166277,000000166277.jpg,480,640,4,cat|cup,http://images.cocodataset.org/val2017/000000166277.jpg,coco1000_extension
11760,000000011760.jpg,640,425,3,zebra,http://images.cocodataset.org/val2017/000000011760.jpg,coco1000_extension
472298,000000472298.jpg,640,387,3,boat|person,http://images.cocodataset.org/val2017/000000472298.jpg,coco1000_extension
26926,000000026926.jpg,423,640,3,car|fire hydrant,http://images.cocodataset.org/val2017/000000026926.jpg,coco1000_extension
205542,000000205542.jpg,480,640,1,teddy bear,http://images.cocodataset.org/val2017/000000205542.jpg,coco1000_extension
579321,000000579321.jpg,640,498,2,dog|person,http://images.cocodataset.org/val2017/000000579321.jpg,coco1000_extension
34257,000000034257.jpg,500,309,6,broccoli|carrot,http://images.cocodataset.org/val2017/000000034257.jpg,coco1000_extension
172977,000000172977.jpg,640,486,1,zebra,http://images.cocodataset.org/val2017/000000172977.jpg,coco1000_extension
435081,000000435081.jpg,500,500,62,bowl|cake|carrot|chair|cup|dining table|donut|fork|knife|pizza|sandwich|spoon|vase,http://images.cocodataset.org/val2017/000000435081.jpg,coco1000_extension
498463,000000498463.jpg,640,480,2,microwave|refrigerator,http://images.cocodataset.org/val2017/000000498463.jpg,coco1000_extension
121031,000000121031.jpg,640,451,8,horse|person,http://images.cocodataset.org/val2017/000000121031.jpg,coco1000_extension
273711,000000273711.jpg,640,480,37,apple|bowl|carrot|chair|cup|dining table|orange|person|sandwich|spoon,http://images.cocodataset.org/val2017/000000273711.jpg,coco1000_extension
173008,000000173008.jpg,640,480,18,banana|cake|cup|microwave|orange|oven|person|scissors|toaster,http://images.cocodataset.org/val2017/000000173008.jpg,coco1000_extension
328117,000000328117.jpg,480,640,11,donut,http://images.cocodataset.org/val2017/000000328117.jpg,coco1000_extension
549930,000000549930.jpg,640,558,21,person|umbrella,http://images.cocodataset.org/val2017/000000549930.jpg,coco1000_extension
296317,000000296317.jpg,640,480,3,giraffe,http://images.cocodataset.org/val2017/000000296317.jpg,coco1000_extension
186873,000000186873.jpg,612,612,10,boat|person,http://images.cocodataset.org/val2017/000000186873.jpg,coco1000_extension
410428,000000410428.jpg,640,427,10,sheep,http://images.cocodataset.org/val2017/000000410428.jpg,coco1000_extension
500477,000000500477.jpg,640,480,2,person|sheep,http://images.cocodataset.org/val2017/000000500477.jpg,coco1000_extension
476215,000000476215.jpg,640,409,3,horse|person,http://images.cocodataset.org/val2017/000000476215.jpg,coco1000_extension
466835,000000466835.jpg,480,640,1,banana,http://images.cocodataset.org/val2017/000000466835.jpg,coco1000_extension
53626,000000053626.jpg,640,480,9,person|skis,http://images.cocodataset.org/val2017/000000053626.jpg,coco1000_extension
374982,000000374982.jpg,375,500,13,chair|cup|dining table|person|pizza,http://images.cocodataset.org/val2017/000000374982.jpg,coco1000_extension
57149,000000057149.jpg,640,427,6,bus|car|traffic light|train,http://images.cocodataset.org/val2017/000000057149.jpg,coco1000_extension
571893,000000571893.jpg,640,428,17,book|clock|oven|vase,http://images.cocodataset.org/val2017/000000571893.jpg,coco1000_extension
13201,000000013201.jpg,427,640,2,person|skateboard,http://images.cocodataset.org/val2017/000000013201.jpg,coco1000_extension
402118,000000402118.jpg,640,428,2,person|snowboard,http://images.cocodataset.org/val2017/000000402118.jpg,coco1000_extension
540928,000000540928.jpg,640,455,2,cat|chair,http://images.cocodataset.org/val2017/000000540928.jpg,coco1000_extension
104612,000000104612.jpg,640,480,12,broccoli,http://images.cocodataset.org/val2017/000000104612.jpg,coco1000_extension
125245,000000125245.jpg,500,331,1,broccoli,http://images.cocodataset.org/val2017/000000125245.jpg,coco1000_extension
550714,000000550714.jpg,640,480,2,banana|person,http://images.cocodataset.org/val2017/000000550714.jpg,coco1000_extension
492937,000000492937.jpg,612,612,3,bicycle|person|train,http://images.cocodataset.org/val2017/000000492937.jpg,coco1000_extension
271471,000000271471.jpg,640,428,7,banana|person,http://images.cocodataset.org/val2017/000000271471.jpg,coco1000_extension
504000,000000504000.jpg,640,243,15,airplane|person,http://images.cocodataset.org/val2017/000000504000.jpg,coco1000_extension
281759,000000281759.jpg,640,427,12,person|truck|umbrella,http://images.cocodataset.org/val2017/000000281759.jpg,coco1000_extension
97337,000000097337.jpg,500,375,9,chair|couch|dining table|person|tv,http://images.cocodataset.org/val2017/000000097337.jpg,coco1000_extension
311303,000000311303.jpg,640,427,8,chair|cup|dining table|knife|person|sandwich,http://images.cocodataset.org/val2017/000000311303.jpg,coco1000_extension
214539,000000214539.jpg,640,427,16,bench|person|sports ball,http://images.cocodataset.org/val2017/000000214539.jpg,coco1000_extension
358195,000000358195.jpg,483,640,2,person|skateboard,http://images.cocodataset.org/val2017/000000358195.jpg,coco1000_extension
151820,000000151820.jpg,640,427,26,bottle|chair|cup|dining table|handbag|person|spoon|wine glass,http://images.cocodataset.org/val2017/000000151820.jpg,coco1000_extension
284698,000000284698.jpg,375,500,2,motorcycle|person,http://images.cocodataset.org/val2017/000000284698.jpg,coco1000_extension
361919,000000361919.jpg,640,425,21,person|skis|snowboard,http://images.cocodataset.org/val2017/000000361919.jpg,coco1000_extension
475064,000000475064.jpg,640,427,4,donut|person,http://images.cocodataset.org/val2017/000000475064.jpg,coco1000_extension
187236,000000187236.jpg,640,480,4,cat|chair|couch,http://images.cocodataset.org/val2017/000000187236.jpg,coco1000_extension
575500,000000575500.jpg,426,640,1,banana,http://images.cocodataset.org/val2017/000000575500.jpg,coco1000_extension
130579,000000130579.jpg,388,640,2,baseball glove|person,http://images.cocodataset.org/val2017/000000130579.jpg,coco1000_extension
251140,000000251140.jpg,375,500,5,bicycle|book|person,http://images.cocodataset.org/val2017/000000251140.jpg,coco1000_extension
129322,000000129322.jpg,480,640,1,toilet,http://images.cocodataset.org/val2017/000000129322.jpg,coco1000_extension
232538,000000232538.jpg,640,480,4,bench|car|train,http://images.cocodataset.org/val2017/000000232538.jpg,coco1000_extension
205401,000000205401.jpg,640,408,4,airplane|boat|person,http://images.cocodataset.org/val2017/000000205401.jpg,coco1000_extension
346703,000000346703.jpg,550,640,19,cake|couch|cup|person|spoon|wine glass,http://images.cocodataset.org/val2017/000000346703.jpg,coco1000_extension
433204,000000433204.jpg,640,480,8,car|motorcycle|person,http://images.cocodataset.org/val2017/000000433204.jpg,coco1000_extension
11197,000000011197.jpg,640,427,16,backpack|bicycle|car|person|traffic light,http://images.cocodataset.org/val2017/000000011197.jpg,coco1000_extension
29984,000000029984.jpg,640,492,7,chair|person|umbrella,http://images.cocodataset.org/val2017/000000029984.jpg,coco1000_extension
570736,000000570736.jpg,427,640,2,sink|toilet,http://images.cocodataset.org/val2017/000000570736.jpg,coco1000_extension
239537,000000239537.jpg,640,436,3,person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000239537.jpg,coco1000_extension
176037,000000176037.jpg,640,431,15,backpack|bus|car|person|traffic light,http://images.cocodataset.org/val2017/000000176037.jpg,coco1000_extension
242946,000000242946.jpg,640,480,41,bowl|carrot|chair|cup|dining table|person|spoon,http://images.cocodataset.org/val2017/000000242946.jpg,coco1000_extension
45550,000000045550.jpg,640,480,10,bowl|clock|person|sandwich,http://images.cocodataset.org/val2017/000000045550.jpg,coco1000_extension
414510,000000414510.jpg,480,640,13,backpack|bicycle|car|cell phone|handbag|person|truck,http://images.cocodataset.org/val2017/000000414510.jpg,coco1000_extension
246522,000000246522.jpg,427,640,1,clock,http://images.cocodataset.org/val2017/000000246522.jpg,coco1000_extension
450758,000000450758.jpg,640,479,7,giraffe,http://images.cocodataset.org/val2017/000000450758.jpg,coco1000_extension
